,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1845,Maruti,2012,310000,69069,Petrol,Dealer,Manual,First Owner
1846,Hyundai,2019,650000,13500,Petrol,Individual,Manual,First Owner
1847,Maruti,2014,300000,59059,Petrol,Dealer,Manual,First Owner
1848,Hyundai,2013,200000,70000,Petrol,Individual,Manual,First Owner
1849,Honda,2012,285000,39039,Petrol,Dealer,Manual,First Owner
1850,Honda,2014,335000,33033,Petrol,Dealer,Manual,First Owner
1851,Hyundai,2011,370000,55168,Petrol,Individual,Manual,Second Owner
1852,Hyundai,2013,375000,41041,Petrol,Dealer,Manual,First Owner
1853,Hyundai,2009,235000,67067,Petrol,Dealer,Manual,First Owner
1854,Hyundai,2013,345000,66066,Petrol,Dealer,Automatic,First Owner
1855,Mahindra,2013,365000,82082,Diesel,Dealer,Manual,First Owner
1856,Hyundai,2014,400000,48000,Petrol,Individual,Manual,First Owner
1857,Hyundai,2015,250000,30000,Petrol,Individual,Manual,First Owner
1858,Hyundai,2012,465000,70070,Diesel,Dealer,Automatic,First Owner
1859,Renault,2017,300000,10000,Petrol,Individual,Manual,First Owner
1860,Maruti,2018,655000,25000,Petrol,Individual,Manual,First Owner
1861,Maruti,2016,350000,30000,CNG,Individual,Manual,Second Owner
1862,Hyundai,2015,500000,50000,Petrol,Dealer,Automatic,First Owner
1863,Hyundai,2015,465000,63063,Petrol,Dealer,Automatic,First Owner
1864,Maruti,2008,263000,70000,Diesel,Individual,Manual,First Owner
1865,Maruti,2012,250000,90000,Petrol,Individual,Manual,First Owner
1866,Hyundai,1999,60000,90000,Petrol,Individual,Manual,Fourth & Above Owner
1867,Hyundai,2005,70000,90000,Petrol,Individual,Manual,Third Owner
1868,Honda,2017,650000,140000,Diesel,Individual,Manual,First Owner
1869,Hyundai,2014,370000,80000,Diesel,Individual,Manual,Second Owner
1870,Maruti,2016,509999,40000,Diesel,Individual,Manual,First Owner
1871,Maruti,2011,280000,33000,Petrol,Individual,Manual,First Owner
1872,Maruti,2010,180000,40000,Petrol,Individual,Manual,First Owner
1873,Ford,2017,650000,6000,Petrol,Individual,Manual,First Owner
1874,Hyundai,2010,200000,78000,Diesel,Dealer,Manual,Second Owner
1875,Hyundai,2011,210000,72000,Diesel,Dealer,Manual,Third Owner
1876,Tata,2011,75000,9528,Petrol,Dealer,Manual,First Owner
1877,Toyota,2011,450000,135200,Diesel,Dealer,Manual,First Owner
1878,Hyundai,2011,220000,58000,Petrol,Dealer,Manual,Second Owner
1879,Hyundai,2013,325000,78000,Diesel,Dealer,Manual,Second Owner
1880,Tata,2018,450000,45000,Petrol,Individual,Manual,First Owner
1881,Ford,2017,825000,35000,Diesel,Individual,Manual,First Owner
1882,Hyundai,2007,125000,76000,Petrol,Dealer,Manual,Third Owner
1883,Mahindra,2015,434999,100000,Diesel,Individual,Manual,Third Owner
1884,Mahindra,2011,484999,99000,Diesel,Individual,Manual,Second Owner
1885,Maruti,2009,175000,80000,Diesel,Individual,Manual,Third Owner
1886,Honda,2006,220000,120000,Petrol,Individual,Manual,Third Owner
1887,Honda,2020,1250000,1100,Petrol,Dealer,Manual,First Owner
1888,Maruti,2017,215000,34000,Petrol,Dealer,Manual,First Owner
1889,Mahindra,2014,625000,68000,Diesel,Dealer,Manual,First Owner
1890,Ford,2018,615000,15000,Diesel,Individual,Manual,First Owner
1891,Chevrolet,2012,130000,58000,Diesel,Dealer,Manual,First Owner
1892,Tata,2013,175000,50300,Diesel,Individual,Manual,First Owner
1893,Tata,2011,150000,70000,Diesel,Individual,Manual,Second Owner
1894,Tata,2011,195000,60000,Diesel,Individual,Manual,Third Owner
1895,Maruti,2020,550000,90000,Diesel,Individual,Manual,First Owner
1896,Isuzu,2018,1500000,40000,Diesel,Individual,Manual,First Owner
1897,Skoda,2010,400000,80000,Petrol,Individual,Manual,Second Owner
1898,Nissan,2019,1350000,15000,Diesel,Individual,Manual,First Owner
1899,Maruti,2015,217000,45000,Petrol,Individual,Manual,First Owner
1900,Maruti,2011,290000,130000,Diesel,Individual,Manual,Second Owner
1901,Mahindra,2018,700000,80000,Diesel,Individual,Manual,First Owner
1902,Maruti,2014,175000,40000,Petrol,Individual,Manual,First Owner
1903,Volkswagen,2017,575000,80000,Diesel,Individual,Manual,First Owner
1904,Maruti,2016,380000,100000,Diesel,Individual,Manual,Second Owner
1905,Mahindra,2013,350000,151624,Diesel,Individual,Manual,Second Owner
1906,Renault,2012,450000,160000,Diesel,Individual,Manual,First Owner
1907,Hyundai,2005,130000,110000,CNG,Individual,Manual,Second Owner
1908,Maruti,2015,320000,74820,Diesel,Individual,Manual,First Owner
1909,Mahindra,2014,550000,82000,Diesel,Individual,Manual,First Owner
1910,Maruti,2015,370000,50000,Petrol,Individual,Manual,Second Owner
1911,Chevrolet,2010,114999,70000,Petrol,Individual,Manual,Second Owner
1912,Ford,2020,1100000,1000,Petrol,Individual,Manual,First Owner
1913,Hyundai,2006,170000,170000,Diesel,Individual,Manual,First Owner
1914,Tata,2008,80000,150000,Diesel,Individual,Manual,Third Owner
1915,Ford,2019,950000,17000,Diesel,Individual,Manual,First Owner
1916,Maruti,2014,425000,150000,Diesel,Individual,Manual,First Owner
1917,Hyundai,2015,500000,80000,Diesel,Individual,Manual,First Owner
1918,Hyundai,2005,70000,170000,Petrol,Individual,Manual,Third Owner
1919,Honda,2013,349000,120000,Diesel,Individual,Manual,First Owner
1920,Hyundai,2012,330000,90000,Petrol,Individual,Manual,Third Owner
1921,Hyundai,2010,120000,90000,Petrol,Individual,Manual,Third Owner
1922,Hyundai,2013,430000,100000,Diesel,Individual,Manual,Second Owner
1923,Maruti,2014,390000,90000,Diesel,Individual,Manual,First Owner
1924,Nissan,2012,225000,129000,Diesel,Individual,Manual,First Owner
1925,Mahindra,2010,350000,186000,Diesel,Individual,Automatic,Second Owner
1926,Tata,2009,100000,66778,Diesel,Individual,Manual,First Owner
1927,Hyundai,2014,190000,50000,Petrol,Individual,Manual,First Owner
1928,Hyundai,2014,315000,110000,Diesel,Individual,Manual,Second Owner
1929,Hyundai,2015,300000,60000,Diesel,Individual,Manual,Second Owner
1930,Renault,2016,280000,40000,Petrol,Individual,Manual,First Owner
1931,Tata,2018,539000,10000,Petrol,Individual,Manual,First Owner
1932,Maruti,2017,420000,50000,Petrol,Individual,Manual,First Owner
1933,Maruti,2001,85000,70000,Petrol,Individual,Manual,Third Owner
1934,OpelCorsa,2004,142000,73000,Petrol,Individual,Manual,Fourth & Above Owner
1935,Hyundai,2014,180000,76000,Petrol,Individual,Manual,Second Owner
1936,Chevrolet,2014,400000,120000,Diesel,Individual,Manual,Second Owner
1937,Mahindra,2009,360000,170000,Diesel,Individual,Automatic,Third Owner
1938,Hyundai,2003,85000,110000,Petrol,Individual,Manual,Second Owner
1939,Honda,2016,350000,63400,Petrol,Individual,Manual,First Owner
1940,Datsun,2015,380000,25000,Petrol,Individual,Manual,First Owner
1941,Hyundai,2009,140000,80000,Petrol,Individual,Manual,Third Owner
1942,Maruti,2012,200000,90000,Petrol,Individual,Manual,First Owner
1943,Hyundai,2011,150000,157000,Petrol,Individual,Manual,First Owner
1944,Mahindra,2007,300000,100000,Diesel,Individual,Manual,Second Owner
1945,Renault,2017,280000,50000,Petrol,Individual,Manual,First Owner
1946,Maruti,2011,200000,40000,Petrol,Individual,Manual,First Owner
1947,Chevrolet,2009,110000,38500,Petrol,Individual,Manual,Second Owner
1948,Hyundai,2008,140000,103921,Petrol,Individual,Manual,Second Owner
1949,Honda,2018,1150000,14825,Petrol,Dealer,Manual,First Owner
1950,Honda,2016,910000,43377,Diesel,Dealer,Manual,First Owner
1951,Ford,2010,160000,102307,Diesel,Dealer,Manual,First Owner
1952,Maruti,2004,105000,79000,Petrol,Individual,Manual,Second Owner
1953,Maruti,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner
1954,Chevrolet,2012,160000,110000,Diesel,Individual,Manual,First Owner
1955,Chevrolet,2013,225000,80000,Diesel,Individual,Manual,First Owner
1956,Honda,2002,145000,100000,Petrol,Individual,Manual,First Owner
1957,Ford,2018,930000,20000,Diesel,Individual,Manual,First Owner
1958,Hyundai,2008,110000,154000,Diesel,Individual,Manual,Third Owner
1959,Renault,2017,650000,40000,Diesel,Individual,Manual,First Owner
1960,Maruti,2019,550000,51000,Petrol,Individual,Manual,First Owner
1961,Maruti,2008,85000,120000,Petrol,Individual,Manual,Second Owner
1962,Toyota,2016,509999,35000,Petrol,Individual,Manual,First Owner
1963,Maruti,2017,650000,70000,Diesel,Individual,Manual,First Owner
1964,Chevrolet,2011,140000,60000,Petrol,Individual,Manual,Second Owner
1965,Maruti,2011,150000,70000,Petrol,Individual,Manual,First Owner
1966,Datsun,2018,450000,10000,Petrol,Individual,Manual,Second Owner
1967,Hyundai,2006,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner
1968,Renault,2017,400000,60000,Petrol,Individual,Manual,First Owner
1969,Tata,2016,300000,30000,Petrol,Individual,Manual,First Owner
1970,Maruti,2012,250000,8000,Petrol,Individual,Manual,First Owner
1971,Tata,2019,500000,10000,Petrol,Individual,Manual,First Owner
1972,Hyundai,2002,85000,100000,Diesel,Individual,Manual,Third Owner
1973,Nissan,2012,300000,110000,Diesel,Individual,Manual,First Owner
1974,Mahindra,2015,740000,45000,Diesel,Dealer,Automatic,First Owner
1975,Hyundai,2005,70000,68500,Petrol,Dealer,Manual,First Owner
1976,Hyundai,2019,484999,5007,Petrol,Dealer,Automatic,First Owner
1977,Nissan,2013,164000,30000,Petrol,Individual,Manual,First Owner
1978,Honda,2008,140000,70000,Petrol,Individual,Automatic,First Owner
1979,Mercedes-Benz,2011,999000,49600,Diesel,Dealer,Automatic,First Owner
1980,Maruti,2005,56000,23000,Petrol,Individual,Manual,Second Owner
1981,BMW,2006,1050000,30000,Diesel,Dealer,Automatic,First Owner
1982,Hyundai,2010,190000,38000,Petrol,Dealer,Manual,First Owner
1983,Audi,2018,3899000,22000,Diesel,Dealer,Automatic,First Owner
1984,Hyundai,2011,235000,43100,Petrol,Dealer,Manual,First Owner
1985,Datsun,2017,350000,10171,Petrol,Dealer,Manual,First Owner
1986,Renault,2015,465000,41123,Diesel,Dealer,Manual,First Owner
1987,Toyota,2017,1900000,20118,Petrol,Dealer,Automatic,First Owner
1988,Honda,2014,450000,40000,Diesel,Dealer,Manual,First Owner
1989,Volkswagen,2015,790000,52517,Diesel,Dealer,Manual,First Owner
1990,Mahindra,2019,900000,20000,Diesel,Individual,Manual,First Owner
1991,Ford,2014,450000,99117,Diesel,Dealer,Manual,First Owner
1992,Chevrolet,2009,135000,90000,Petrol,Individual,Manual,First Owner
1993,Maruti,2019,425000,3700,Petrol,Individual,Manual,First Owner
1994,Tata,2010,100000,80000,Diesel,Individual,Manual,First Owner
1995,Ford,2015,650000,100000,Diesel,Individual,Manual,Second Owner
1996,Tata,2011,90000,54000,Diesel,Individual,Manual,First Owner
1997,Hyundai,2017,250000,19000,Petrol,Individual,Manual,First Owner
1998,Maruti,2014,300000,120000,Diesel,Individual,Manual,First Owner
1999,Maruti,2014,275000,30000,Petrol,Individual,Manual,First Owner
2000,Honda,2017,600000,43500,Petrol,Individual,Manual,First Owner
2001,Renault,2016,270000,60000,Petrol,Individual,Manual,Second Owner
2002,Renault,2016,240000,70000,Petrol,Individual,Manual,Second Owner
2003,Renault,2016,350000,20000,Petrol,Individual,Manual,First Owner
2004,Maruti,1998,65000,60000,Petrol,Dealer,Manual,Third Owner
2005,Maruti,2015,650000,58000,Diesel,Individual,Manual,First Owner
2006,Maruti,2014,350000,40000,Petrol,Dealer,Manual,First Owner
2007,Maruti,2005,75000,70000,Petrol,Individual,Manual,Second Owner
2008,Hyundai,2012,440000,70000,Diesel,Dealer,Manual,First Owner
2009,Hyundai,2013,270000,60000,Petrol,Individual,Manual,First Owner
2010,Toyota,2014,1150000,135000,Diesel,Dealer,Manual,First Owner
2011,Maruti,2015,238000,70000,Petrol,Dealer,Manual,First Owner
2012,Mercedes-Benz,2013,1100000,40000,Petrol,Individual,Automatic,Second Owner
2013,Mahindra,2015,1200000,75000,Diesel,Dealer,Manual,Second Owner
2014,Skoda,2010,260000,150000,Diesel,Individual,Manual,First Owner
2015,Toyota,2012,350000,140000,Diesel,Individual,Manual,Third Owner
2016,Toyota,2015,480000,70000,Diesel,Individual,Manual,First Owner
2017,Toyota,2012,345000,137250,Diesel,Individual,Manual,Second Owner
2018,Mahindra,2013,500000,110000,Diesel,Individual,Manual,Second Owner
2019,Hyundai,2017,595000,27000,Petrol,Dealer,Manual,First Owner
2020,Hyundai,2019,1295000,9000,Diesel,Dealer,Manual,First Owner
2021,Volkswagen,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car
2022,Renault,2020,541000,1000,Petrol,Dealer,Manual,Test Drive Car
2023,Hyundai,2018,515000,16000,Petrol,Dealer,Manual,First Owner
2024,Ford,2019,894999,13000,Diesel,Dealer,Manual,Test Drive Car
2025,Renault,2012,325000,47000,Diesel,Dealer,Manual,First Owner
2026,Maruti,2018,925000,22000,Petrol,Individual,Manual,First Owner
2027,Nissan,2017,844999,30000,Petrol,Individual,Manual,First Owner
2028,Maruti,2018,925000,20000,Petrol,Individual,Manual,First Owner
2029,Tata,2013,300000,60000,Diesel,Individual,Manual,First Owner
2030,Toyota,2008,650000,75000,Petrol,Individual,Manual,Second Owner
2031,Maruti,2010,175000,64000,Petrol,Dealer,Manual,First Owner
2032,Maruti,2015,325000,80000,Diesel,Individual,Manual,First Owner
2033,Renault,2017,600000,90000,Diesel,Individual,Manual,First Owner
2034,Maruti,2018,700000,30000,Petrol,Individual,Manual,First Owner
2035,Toyota,2003,95000,120000,Petrol,Individual,Automatic,Second Owner
2036,Maruti,2019,490000,20000,Petrol,Dealer,Manual,First Owner
2037,Tata,2013,380000,100000,Diesel,Individual,Manual,First Owner
2038,Hyundai,2018,550000,31000,Petrol,Dealer,Manual,First Owner
2039,Maruti,2013,225000,47000,Petrol,Dealer,Manual,First Owner
2040,Tata,2018,570000,11200,Petrol,Individual,Manual,First Owner
2041,Maruti,2018,305000,35000,Petrol,Dealer,Manual,First Owner
2042,Maruti,2010,240000,50000,LPG,Dealer,Manual,First Owner
2043,Maruti,2015,700000,55000,Diesel,Dealer,Manual,First Owner
2044,Maruti,2018,288000,20000,Petrol,Dealer,Manual,First Owner
2045,Mahindra,2017,800000,75000,Diesel,Dealer,Manual,First Owner
2046,Maruti,2017,430000,93000,Petrol,Dealer,Manual,First Owner
2047,Chevrolet,2009,195000,57000,Diesel,Dealer,Manual,Second Owner
2048,Maruti,2014,325000,30000,Petrol,Dealer,Manual,First Owner
2049,Renault,2013,450000,73000,Diesel,Dealer,Manual,First Owner
2050,Maruti,2016,630000,65000,Diesel,Dealer,Manual,First Owner
2051,Maruti,2009,250000,62000,Petrol,Dealer,Manual,Second Owner
2052,Hyundai,2007,135000,85000,Petrol,Dealer,Manual,First Owner
2053,Chevrolet,2010,110000,73000,Petrol,Individual,Manual,First Owner
2054,Maruti,2012,350000,55000,Diesel,Dealer,Manual,First Owner
2055,Maruti,2016,240000,5800,Petrol,Individual,Manual,Second Owner
2056,Toyota,2009,350000,350000,Diesel,Individual,Manual,First Owner
2057,Maruti,2018,600000,30000,Petrol,Individual,Manual,First Owner
2058,Maruti,2018,750000,20000,Diesel,Individual,Manual,First Owner
2059,Hyundai,2018,270000,20000,Petrol,Individual,Manual,First Owner
2060,Maruti,2007,90000,100000,Petrol,Individual,Manual,Second Owner
2061,Maruti,2013,350000,65000,Petrol,Individual,Manual,First Owner
2062,Ford,2013,285000,90000,Diesel,Individual,Manual,Second Owner
2063,Toyota,2011,665000,267000,Diesel,Individual,Manual,Second Owner
2064,Mahindra,2005,175000,250000,Diesel,Individual,Manual,Second Owner
2065,Mahindra,2011,350000,140000,Diesel,Individual,Manual,Second Owner
2066,Honda,2018,1225000,22000,Petrol,Dealer,Automatic,First Owner
2067,Honda,2010,285000,60000,Petrol,Dealer,Manual,Second Owner
2068,Honda,2018,1000000,28635,Petrol,Dealer,Manual,First Owner
2069,Honda,2018,780000,32114,Diesel,Dealer,Manual,First Owner
2070,Maruti,2014,300000,82000,Petrol,Dealer,Manual,Second Owner
2071,Maruti,2006,160000,95149,Petrol,Dealer,Manual,Second Owner
2072,Honda,2018,625000,68458,Petrol,Dealer,Manual,First Owner
2073,Maruti,2010,265000,42000,Petrol,Individual,Manual,First Owner
2074,Honda,2014,515000,90000,Diesel,Individual,Manual,Second Owner
2075,Hyundai,2016,650000,100000,Diesel,Individual,Manual,First Owner
2076,Mahindra,2017,650000,80000,Diesel,Individual,Manual,First Owner
2077,Hyundai,2010,150000,105546,Petrol,Individual,Manual,First Owner
2078,Toyota,2018,500000,10000,Petrol,Individual,Manual,First Owner
2079,Toyota,2012,1000000,80000,Diesel,Individual,Manual,Second Owner
2080,Hyundai,2013,340000,35000,Petrol,Individual,Manual,First Owner
2081,Toyota,2013,1010000,120000,Diesel,Individual,Manual,First Owner
2082,Toyota,2011,350000,120000,Diesel,Individual,Manual,Third Owner
2083,Maruti,2016,595000,70000,Diesel,Individual,Manual,First Owner
2084,Mahindra,2014,700000,130000,Diesel,Individual,Manual,Third Owner
2085,Renault,2019,265000,40000,Petrol,Individual,Manual,First Owner
2086,Maruti,2015,320000,60000,Petrol,Individual,Manual,Second Owner
2087,Honda,2011,310000,110000,Petrol,Individual,Manual,First Owner
2088,Honda,2014,700000,130000,Diesel,Individual,Manual,First Owner
2089,Maruti,2009,130000,80000,Petrol,Individual,Manual,Second Owner
2090,Maruti,2009,150000,120000,Diesel,Individual,Manual,Second Owner
2091,Honda,2015,300000,104000,Diesel,Individual,Manual,Second Owner
2092,Maruti,2011,150000,100000,Petrol,Individual,Manual,Second Owner
2093,Honda,2003,120000,132343,Petrol,Individual,Manual,Second Owner
2094,Hyundai,2016,950000,90000,Diesel,Individual,Manual,Second Owner
2095,Maruti,2007,100000,60000,Petrol,Individual,Manual,Second Owner
2096,Honda,2015,450000,76000,Diesel,Individual,Manual,First Owner
2097,Maruti,2004,30000,60000,Petrol,Individual,Manual,Third Owner
2098,Mahindra,2009,200000,30000,Petrol,Individual,Manual,Second Owner
2099,Tata,2010,250000,96000,Diesel,Individual,Manual,Second Owner
2100,Maruti,2015,280000,26134,Petrol,Dealer,Manual,First Owner
2101,Maruti,2011,260000,52895,Diesel,Dealer,Manual,First Owner
2102,Hyundai,2013,550000,42324,Diesel,Dealer,Manual,Second Owner
2103,Mahindra,2016,1044999,65000,Diesel,Dealer,Manual,First Owner
2104,Mahindra,2012,550000,60236,Diesel,Dealer,Manual,First Owner
2105,Maruti,2014,210000,70000,Petrol,Individual,Manual,Second Owner
2106,Maruti,2014,210000,70000,Petrol,Individual,Manual,Third Owner
2107,Mahindra,2009,290000,100000,Diesel,Individual,Manual,Second Owner
2108,Fiat,2008,250999,110000,Diesel,Individual,Manual,First Owner
2109,Renault,2019,600000,10300,Petrol,Individual,Manual,First Owner
2110,Fiat,2014,270000,120000,Diesel,Individual,Manual,Second Owner
2111,Tata,2012,550000,142000,Diesel,Individual,Manual,First Owner
2112,Mahindra,2017,800000,25000,Diesel,Individual,Manual,First Owner
2113,Tata,2020,500000,5000,Petrol,Individual,Manual,First Owner
2114,Hyundai,2016,396000,28643,Petrol,Dealer,Manual,First Owner
2115,Honda,2014,600000,50000,Diesel,Individual,Manual,First Owner
2116,Maruti,2019,575000,30000,Petrol,Dealer,Manual,First Owner
2117,Hyundai,2020,520000,5000,Petrol,Individual,Manual,First Owner
2118,Mahindra,2018,1400000,30000,Diesel,Individual,Automatic,First Owner
2119,Maruti,2018,600000,7600,Petrol,Individual,Automatic,First Owner
2120,Chevrolet,2013,195000,47253,Diesel,Dealer,Manual,First Owner
2121,Maruti,2015,281000,4432,Petrol,Dealer,Automatic,Second Owner
2122,Tata,2010,75000,110000,Petrol,Individual,Manual,Second Owner
2123,Hyundai,2014,400000,25000,Petrol,Individual,Manual,First Owner
2124,Tata,2009,93000,70000,Diesel,Individual,Manual,Second Owner
2125,Hyundai,2016,560000,68523,Petrol,Dealer,Manual,First Owner
2126,Hyundai,2019,400000,5000,Petrol,Individual,Manual,First Owner
2127,Tata,2018,459999,40000,Petrol,Individual,Manual,First Owner
2128,Hyundai,2017,450000,43000,Diesel,Individual,Manual,First Owner
2129,Maruti,2010,88000,80251,CNG,Dealer,Manual,Second Owner
2130,Hyundai,2010,250000,34500,Petrol,Individual,Manual,Second Owner
2131,Ford,2000,22000,42743,Petrol,Dealer,Manual,Third Owner
2132,Chevrolet,2013,130000,93900,Diesel,Individual,Manual,Second Owner
2133,Maruti,2004,79000,80000,Petrol,Individual,Manual,First Owner
2134,Chevrolet,2012,120000,110000,Diesel,Individual,Manual,First Owner
2135,BMW,2011,1700000,100000,Diesel,Individual,Automatic,Second Owner
2136,Chevrolet,2012,300000,25000,Diesel,Individual,Manual,First Owner
2137,Maruti,2009,145000,25000,Petrol,Individual,Manual,First Owner
2138,Ford,2019,3200000,20000,Diesel,Individual,Automatic,First Owner
2139,Chevrolet,2013,240000,10000,Petrol,Individual,Manual,First Owner
2140,Honda,2018,700000,30000,Diesel,Individual,Manual,First Owner
2141,Hyundai,2010,145000,110000,Petrol,Individual,Manual,Second Owner
2142,Maruti,2014,535000,80000,Diesel,Individual,Manual,Second Owner
2143,Mahindra,2016,420000,21000,Petrol,Individual,Manual,First Owner
2144,Maruti,2016,350000,20000,Petrol,Individual,Manual,First Owner
2145,Maruti,2015,550000,32000,Diesel,Individual,Manual,First Owner
2146,Mitsubishi,2007,750000,180000,Diesel,Individual,Manual,First Owner
2147,Tata,2012,198000,70000,Diesel,Individual,Manual,Second Owner
2148,Hyundai,2013,420000,50000,Diesel,Individual,Manual,First Owner
2149,Ford,2004,195000,120000,Diesel,Individual,Manual,First Owner
2150,Hyundai,2012,150000,55766,Petrol,Individual,Manual,Second Owner
2151,Nissan,2011,275000,40000,Petrol,Individual,Manual,Second Owner
2152,Maruti,2001,65000,60000,Petrol,Individual,Manual,Third Owner
2153,Maruti,2008,200000,50000,Petrol,Individual,Manual,First Owner
2154,Maruti,2010,250000,110000,Diesel,Individual,Manual,Second Owner
2155,Tata,2013,182000,100000,Diesel,Individual,Manual,First Owner
2156,Maruti,2001,85000,86000,Petrol,Individual,Manual,Second Owner
2157,Maruti,2013,400000,50000,Diesel,Individual,Manual,First Owner
2158,Maruti,2017,650000,20000,Diesel,Individual,Manual,First Owner
2159,Hyundai,2010,400000,50000,Petrol,Individual,Manual,First Owner
2160,Tata,2012,295000,80000,Diesel,Individual,Manual,Second Owner
2161,Maruti,2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner
2162,Maruti,2003,110000,120000,Diesel,Individual,Manual,Third Owner
2163,Fiat,2015,550000,113600,Diesel,Individual,Manual,First Owner
2164,Hyundai,2008,190000,70000,Petrol,Individual,Manual,Third Owner
2165,Ford,2018,861999,20000,Diesel,Dealer,Manual,First Owner
2166,Ford,2018,782000,14000,Petrol,Dealer,Manual,First Owner
2167,Ford,2018,836000,26000,Diesel,Dealer,Manual,First Owner
2168,Honda,2016,696000,138925,Petrol,Dealer,Manual,First Owner
2169,Honda,2016,596000,121764,Diesel,Dealer,Manual,First Owner
2170,Honda,2016,612000,105429,Petrol,Dealer,Manual,First Owner
2171,Maruti,2015,114999,35000,Petrol,Individual,Manual,First Owner
2172,Tata,2017,340000,60000,Diesel,Individual,Manual,First Owner
2173,Maruti,2020,550000,5000,Petrol,Individual,Manual,First Owner
2174,Chevrolet,2008,114999,70000,Petrol,Individual,Manual,Third Owner
2175,Maruti,2000,105000,80000,Petrol,Individual,Manual,First Owner
2176,Maruti,2019,890000,20000,Diesel,Individual,Manual,First Owner
2177,Tata,2019,715000,8000,Petrol,Individual,Manual,First Owner
2178,Hyundai,2014,525000,54000,Petrol,Dealer,Manual,Second Owner
2179,Hyundai,2014,475000,23122,Petrol,Dealer,Manual,Second Owner
2180,Chevrolet,2012,349000,44500,Diesel,Dealer,Manual,Second Owner
2181,Volkswagen,2017,825000,13599,Petrol,Dealer,Automatic,First Owner
2182,Mahindra,2014,550000,100000,Diesel,Individual,Manual,Second Owner
2183,Maruti,2006,95000,110000,Petrol,Individual,Manual,Third Owner
2184,Toyota,2014,725000,90000,Diesel,Individual,Manual,Second Owner
2185,Tata,2019,670000,17000,Petrol,Individual,Manual,First Owner
2186,Maruti,2008,65000,140000,Petrol,Individual,Manual,First Owner
2187,Mahindra,2015,500000,50000,Diesel,Individual,Manual,Second Owner
2188,Mahindra,2017,600000,53000,Petrol,Individual,Manual,First Owner
2189,Maruti,2017,350000,70000,Petrol,Individual,Manual,Second Owner
2190,Chevrolet,2012,200000,70000,Diesel,Individual,Manual,Second Owner
2191,Hyundai,2012,150000,80000,Petrol,Individual,Manual,First Owner
2192,Maruti,2003,75000,110000,Diesel,Individual,Manual,Second Owner
2193,Honda,2013,350000,90000,Diesel,Individual,Manual,Second Owner
2194,Toyota,2018,1700000,15000,Diesel,Individual,Manual,First Owner
2195,BMW,2011,890000,86000,Diesel,Individual,Automatic,Second Owner
2196,Mahindra,2014,500000,120000,Diesel,Individual,Manual,First Owner
2197,Hyundai,2019,600000,5200,Petrol,Individual,Manual,First Owner
2198,Chevrolet,2010,99000,60000,Petrol,Individual,Manual,Second Owner
2199,Hyundai,2011,235000,46000,Petrol,Individual,Manual,First Owner
2200,Tata,2006,75000,40000,Petrol,Individual,Manual,Second Owner
2201,Honda,2014,600000,90000,Diesel,Individual,Manual,Second Owner
2202,Hyundai,2019,1000000,25000,Diesel,Individual,Manual,Second Owner
2203,Hyundai,2012,390000,90000,Diesel,Individual,Manual,First Owner
2204,Volkswagen,2015,600000,70000,Diesel,Individual,Manual,First Owner
2205,Hyundai,2017,600000,70000,Petrol,Individual,Manual,Second Owner
2206,Hyundai,2019,730000,35000,Diesel,Individual,Manual,Second Owner
2207,Hyundai,2017,450000,12700,Petrol,Individual,Automatic,First Owner
2208,Maruti,2011,250000,80000,Diesel,Individual,Manual,First Owner
2209,Mahindra,2018,1400000,20000,Diesel,Individual,Manual,First Owner
2210,Renault,2018,300000,20000,Petrol,Individual,Manual,First Owner
2211,Ford,2017,800000,19000,Petrol,Individual,Manual,First Owner
2212,Fiat,2009,125000,95000,Diesel,Individual,Manual,Second Owner
2213,Volkswagen,2012,295000,90000,Diesel,Individual,Manual,First Owner
2214,Ford,2013,650000,45839,Petrol,Dealer,Manual,First Owner
2215,Chevrolet,2010,200000,74510,Petrol,Dealer,Manual,First Owner
2216,Chevrolet,2009,130000,87293,Petrol,Dealer,Manual,First Owner
2217,Ford,2012,250000,156040,Diesel,Dealer,Manual,First Owner
2218,Ford,2004,400000,93415,Diesel,Dealer,Manual,First Owner
2219,Ford,2017,430000,101159,Petrol,Dealer,Manual,First Owner
2220,Hyundai,2015,170000,80000,Petrol,Individual,Manual,Second Owner
2221,Tata,2019,450000,12000,Petrol,Individual,Manual,First Owner
2222,Maruti,2013,350000,90000,Petrol,Individual,Manual,First Owner
2223,Chevrolet,2011,130000,68519,Petrol,Dealer,Manual,First Owner
2224,Chevrolet,2012,180000,55130,Diesel,Dealer,Manual,First Owner
2225,Ford,2014,475000,65239,Petrol,Dealer,Manual,First Owner
2226,Volkswagen,2015,470000,58182,Petrol,Dealer,Manual,First Owner
2227,Ford,2012,200000,91245,Diesel,Dealer,Manual,First Owner
2228,Mahindra,2013,650000,102989,Diesel,Dealer,Manual,First Owner
2229,Honda,2010,400000,50000,Petrol,Individual,Manual,First Owner
2230,Maruti,2000,100000,120000,Petrol,Individual,Manual,First Owner
2231,Maruti,2014,409999,90000,Diesel,Individual,Manual,First Owner
